market_constraint,match_source,candidate_constraint,accepted_match,confidence,final_score,model_probability,rule_score,rule_score_v1,rule_score_v2,facility_score,contingency_score,voltage_match,voltage_near_match,token_overlap,zone_overlap,interface_keyword_match,embedding_similarity,best_score,second_best_score,score_margin,ambiguity_flag,low_score_flag,close_margin_flag
BRIGHTON230 KV  BRI-BUR2,pano,BRIGHTON230 KV  BRI-BUR4,True,low,0.501515,,0.501515,0.55,0.501515,0.666667,0.0,1.0,1.0,0.363636,0.666667,0.0,,0.501515,0.417222,0.08429300000000006,True,True,False
BRIGHTON230 KV  BRI-BUR2,dayzer,BRIGHTON_230 KV_BRI-BUR2:ACTUAL,True,low,0.596429,,0.596429,0.475714,0.596429,0.571429,0.0,1.0,1.0,0.75,0.4,0.0,,0.596429,0.385714,0.21071499999999999,True,True,False
167 PLAN 345 KV 167 PLANO 45TR94 CT,pano,167 PLAN 345KV - 167 PLAN 1KV (167 PLAN 345 KV TR94CT-S),False,low,0.428571,,0.428571,0.457143,0.428571,0.5,0.0,1.0,1.0,0.5,0.571429,0.0,,0.428571,0.422321,0.006249999999999978,True,True,True
167 PLAN 345 KV 167 PLANO 45TR94 CT,dayzer,167 PLAN_345 KV_TR94CT-S:L345.Lasalle - Plano.0101,True,low,0.607143,,0.607143,0.457692,0.607143,0.615385,0.0,1.0,1.0,0.571429,0.0,0.0,,0.607143,0.571212,0.035930999999999935,True,True,True
BEAV DUQ138 KV  BEA-RAC,pano,BEAV DUQ138 KV  BEA-VAL,True,high,0.85763,,0.85763,0.829545,0.85763,0.75,1.0,1.0,1.0,0.857143,0.545455,0.0,,0.85763,0.795962,0.061668000000000056,False,False,False
BEAV DUQ138 KV  BEA-RAC,dayzer,BEAV DUQ_138 KV_BEA-RAC:L345.Crescent-Mansfield,True,low,0.59026,,0.59026,0.467172,0.59026,0.545455,0.0,1.0,1.0,0.857143,0.444444,0.0,,0.59026,0.586154,0.004106000000000054,True,True,True
LACKAWAN230 KV  LAC-PAU,pano,LACKAWAN 230KV - PAUPACK 230KV (LACKAWAN 230 KV LAC-PAU),True,medium,0.737987,,0.737987,0.704545,0.737987,0.5,1.0,1.0,1.0,0.714286,0.545455,0.0,,0.737987,0.611071,0.12691599999999992,True,True,False
LACKAWAN230 KV  LAC-PAU,dayzer,LACKAWAN_230 KV_LAC-PAU:500/230.Lackawanna.T4,True,low,0.529545,,0.529545,0.428571,0.529545,0.5,0.0,1.0,1.0,0.545455,0.285714,0.0,,0.529545,0.522222,0.0073230000000000794,True,True,True
MOUN ME 115 KV  2 TX 11,pano,MOUN ME 115KV - MOUN ME 13.8KV (MOUN ME 115 KV 2 TX 11),True,low,0.5575,,0.5575,0.605,0.5575,0.75,0.0,1.0,1.0,0.6,0.8,0.0,,0.5575,0.505,0.05249999999999999,True,True,False
MOUN ME 115 KV  2 TX 11,dayzer,MOUN ME_115 KV_2 TX 11:ACTUAL,True,medium,0.807143,,0.807143,0.653571,0.807143,0.857143,0.0,1.0,1.0,1.0,0.75,0.0,,0.807143,0.541667,0.26547600000000005,False,False,False
MULHAUSR138 KV  08M-POR1,pano,PORTUNIO 138KV - MULHAUSR 138KV (MULHAUSR 138 KV 08M-POR1),True,medium,0.725,,0.725,0.675,0.725,0.5,1.0,1.0,1.0,0.75,0.25,0.0,,0.725,0.604861,0.120139,True,True,False
MULHAUSR138 KV  08M-POR1,dayzer,MULHAUSR_138 KV_08M-POR1:L138.Miami Fort-Morgan,False,low,0.495714,,0.495714,0.35,0.495714,0.4,0.0,1.0,1.0,0.857143,0.0,0.0,,0.495714,0.353896,0.141818,True,True,False
3 POWERT138 KV  POW-TWRL,pano,3 POWERT 138KV - TWRL 138KV (3 POWERT 138 KV POW-TWRL),True,medium,0.778938,,0.778938,0.752381,0.778938,0.571429,1.0,1.0,1.0,0.769231,0.666667,0.0,,0.778938,0.671245,0.10769300000000004,False,False,False
3 POWERT138 KV  POW-TWRL,dayzer,3 POWERT_138 KV_POW-TWRL:ACTUAL,True,low,0.561429,,0.561429,0.464286,0.561429,0.571429,0.0,1.0,1.0,0.4,0.285714,0.0,,0.561429,0.522222,0.03920699999999999,True,True,True
HOYTDAL2345 KV  2,pano,HOYTDAL2 345KV - HOYTDAL2 138KV (HOYTDAL2 345 KV 2),False,low,0.355,,0.355,0.3,0.355,0.0,1.0,0.0,0.0,0.6,0.5,0.0,,0.355,0.35,0.0050000000000000044,True,True,True
HOYTDAL2345 KV  2,dayzer,BEVERLY2345 KV BEV-DEN1 VirginiaCity.U1,False,low,0.15,,0.15,0.19,0.15,0.0,0.0,1.0,1.0,0.0,0.4,0.0,,0.15,0.15,0.0,True,True,True
NMESHOPP #3 TX XFORMER L 115 KV,pano,ETOWANDA 115KV - NMESHOPP 115KV (ETOWANDA 115 KV ETO-NME),True,low,0.594848,,0.594848,0.547475,0.594848,0.222222,1.0,1.0,1.0,0.533333,0.363636,0.0,,0.594848,0.594848,0.0,True,True,True
NMESHOPP #3 TX XFORMER L 115 KV,dayzer,NMESHOPP_230 KV_4 TX:ACTUAL,False,low,0.411429,,0.411429,0.310714,0.411429,0.571429,0.0,0.0,0.0,0.4,0.25,0.0,,0.411429,0.411429,0.0,True,True,True
CHESWICK 138 KV CHESWICK-LOGANSFE CHE-LF52,pano,CHESWICK 138KV - LOGANSFE 138KV (CHESWICK 138 KV CHE-LF52),True,high,0.887778,,0.887778,0.866667,0.887778,0.8,1.0,1.0,1.0,0.888889,0.666667,0.0,,0.887778,0.750056,0.137722,False,False,False
CHESWICK 138 KV CHESWICK-LOGANSFE CHE-LF52,dayzer,CHESWICK_138 KV_CHE-LF52:ACTUAL,True,low,0.629487,,0.629487,0.483333,0.629487,0.666667,0.0,1.0,1.0,0.461538,0.0,0.0,,0.629487,0.571212,0.058274999999999966,True,True,False
PLYWOOD 115 KV  151A,pano,SEDGEHIL 115KV - PLYWOOD 115KV (PLYWOOD 115 KV 151A),True,medium,0.816667,,0.816667,0.783333,0.816667,0.666667,1.0,1.0,1.0,0.833333,0.5,0.0,,0.816667,0.708333,0.10833400000000004,False,False,False
PLYWOOD 115 KV  151A,dayzer,PLYWOOD_115 KV_151A:ACTUAL,True,medium,0.72,,0.72,0.55,0.72,0.8,0.0,1.0,1.0,0.5,0.0,0.0,,0.72,0.621429,0.09857099999999996,True,True,False
EDENSRID138 KV  EDE-IND1,pano,EDENSRID 138KV - INDIANSP 138KV (EDENSRID 138 KV EDE-IND1),True,medium,0.738889,,0.738889,0.7,0.738889,0.5,1.0,1.0,1.0,0.777778,0.5,1.0,,0.738889,0.620833,0.11805600000000005,True,True,False
EDENSRID138 KV  EDE-IND1,dayzer,EDENSRID_138 KV_EDE-IND1:L500.Broadford-Sullivan (TVA) Tie,True,low,0.573864,,0.573864,0.356818,0.573864,0.363636,0.0,1.0,1.0,0.875,0.25,1.0,,0.573864,0.554762,0.019102000000000063,True,True,True
TODD HUNTER 345/138 17 L/O TODD HUNTER 345/138 15,pano,Todd Hunter 345/138 17 l/o Todd Hunter 345/138 15,True,low,0.62303,,0.62303,0.633333,0.62303,1.0,0.4,0.0,0.0,0.727273,0.333333,0.0,,0.62303,0.32,0.30302999999999997,True,True,False
TODD HUNTER 345/138 17 L/O TODD HUNTER 345/138 15,dayzer,PJM MONITOR_PANNELL 345 CLAY 345 1_25050 l/o PANNELL_-CLAY___,False,low,0.1825,,0.1825,0.125,0.1825,0.25,0.0,0.0,0.0,0.2,0.0,0.0,,0.1825,0.1825,0.0,True,True,True
112 WILT 765 KV 112 WILTON 65TR94 CT,pano,112 WILT 1KV - 112 WILT 765KV (112 WILT 765 KV TR94CT-P),True,medium,0.738866,,0.738866,0.707143,0.738866,0.5,1.0,1.0,1.0,0.705882,0.571429,0.0,,0.738866,0.738866,0.0,True,True,True
112 WILT 765 KV 112 WILTON 65TR94 CT,dayzer,112 WILT_765 KV_TR94CT-P:L765.Wilton-Collins.11216,True,low,0.63,,0.63,0.457692,0.63,0.615385,0.0,1.0,1.0,0.8,0.0,0.0,,0.63,0.550699,0.07930099999999995,True,True,False
EELKHART138 KV  EEL-ELC1,pano,EELKHART 138KV - ELCONATP 138KV (EELKHART 138 KV EEL-ELC1),True,medium,0.733333,,0.733333,0.7,0.733333,0.5,1.0,1.0,1.0,0.666667,0.5,0.0,,0.733333,0.503333,0.22999999999999998,True,True,False
EELKHART138 KV  EEL-ELC1,dayzer,EELKHART_138 KV_EEL-ELC1:345/138.RobisonPark.T5,True,low,0.555,,0.555,0.4,0.555,0.5,0.0,1.0,1.0,0.8,0.0,0.0,,0.555,0.475253,0.07974700000000007,True,True,False
CURRYVIL_115KVCUR-SAX_1_LN,pano,CURRYVIL 115KV - SAXTON 115KV (CURRYVIL 115 KV CUR-SAX),True,low,0.530769,,0.530769,0.472222,0.530769,0.444444,1.0,0.0,0.0,0.615385,0.0,0.0,,0.530769,0.423077,0.10769200000000007,True,True,False
CURRYVIL_115KVCUR-SAX_1_LN,dayzer,CURRYVIL_115 KV_CUR-SAX:ACTUAL,False,low,0.365,,0.365,0.25,0.365,0.5,0.0,0.0,0.0,0.4,0.0,0.0,,0.365,0.361616,0.003383999999999998,True,True,True
12_DRESD_345KV1220_1_LN,pano,12 DRESD-908 MOLE 1202      B  345 KV,True,low,0.516364,,0.516364,0.45,0.516364,0.4,1.0,0.0,0.0,0.727273,0.0,0.0,,0.516364,0.483333,0.03303100000000003,True,True,True
12_DRESD_345KV1220_1_LN,dayzer,12 DRESD_138 KV_0904 4:ACTUAL,False,low,0.285,,0.285,0.2,0.285,0.4,0.0,0.0,0.0,0.25,0.0,0.0,,0.285,0.285,0.0,True,True,True
78_FRANK_P3_138P3705-1_XF,pano,78_FRANK_P3_138P3705-1_XF,False,low,0.49,,0.49,0.5,0.49,1.0,0.0,0.0,0.0,0.8,0.0,0.0,,0.49,0.139683,0.350317,True,True,False
78_FRANK_P3_138P3705-1_XF,dayzer,78 FRANK     138-78 FRANK     138,False,low,0.293333,,0.293333,0.2,0.293333,0.4,0.0,0.0,0.0,0.333333,0.0,0.0,,0.293333,0.293333,0.0,True,True,True
11323   138 KV  11323 5,pano,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),False,low,0.175,,0.175,0.2,0.175,0.0,0.0,1.0,1.0,0.0,0.5,0.0,,0.175,0.175,0.0,True,True,True
11323   138 KV  11323 5,dayzer,6102_138 KV_6102 4:ACTUAL,False,low,0.25,,0.25,0.2,0.25,0.0,0.0,1.0,1.0,1.0,0.5,0.0,,0.25,0.216667,0.033333,True,True,True
HAVILAND_69KVHAV-LAT_1_LN,pano,LATTYJCT 69KV - HAVILAND 69KV (HAVILAND 69 KV HAV-LAT),False,low,0.218182,,0.218182,0.222222,0.218182,0.444444,0.0,0.0,0.0,0.363636,0.0,0.0,,0.218182,0.218182,0.0,True,True,True
HAVILAND_69KVHAV-LAT_1_LN,dayzer,HAVILAND_69 KV_HAV-LAT:ACTUAL,False,low,0.391667,,0.391667,0.3,0.391667,0.5,0.0,0.0,0.0,0.666667,0.5,0.0,,0.391667,0.328889,0.062778,True,True,False
GRANDPT_138KVGRA-LET_1_LN,pano,GRANDPT 138 KV  GRA-LET,False,low,0.289643,,0.289643,0.310714,0.289643,0.571429,0.0,0.0,0.0,0.4,0.25,0.0,,0.289643,0.277143,0.012500000000000011,True,True,True
GRANDPT_138KVGRA-LET_1_LN,dayzer,GRANDPT_138 KV_GRA-LET:ACTUAL,False,low,0.391667,,0.391667,0.3,0.391667,0.5,0.0,0.0,0.0,0.666667,0.5,0.0,,0.391667,0.328889,0.062778,True,True,False
ELIMA   138 KV  ELI-HAV1,pano,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),True,low,0.548106,,0.548106,0.591667,0.548106,0.75,0.0,1.0,1.0,0.545455,0.666667,0.0,,0.548106,0.548106,0.0,True,True,True
ELIMA   138 KV  ELI-HAV1,dayzer,ELIMA_138 KV_ELI-HAV1:ACTUAL,True,medium,0.807143,,0.807143,0.611905,0.807143,0.857143,0.0,1.0,1.0,1.0,0.333333,0.0,,0.807143,0.704167,0.10297600000000007,False,False,False
LADYSMCT230 KV  LAD-SUMM,pano,LADYSMCT 230KV - SUMMITDP 230KV (LADYSMCT 230 KV LAD-SUMM),True,medium,0.7375,,0.7375,0.7,0.7375,0.5,1.0,1.0,1.0,0.75,0.5,0.0,,0.7375,0.495833,0.24166700000000002,True,True,False
LADYSMCT230 KV  LAD-SUMM,dayzer,LADYSMCT_230 KV_LAD-SUMM:L500.Ladysmith-Possum Point.568,False,low,0.495714,,0.495714,0.375,0.495714,0.4,0.0,1.0,1.0,0.857143,0.25,0.0,,0.495714,0.438571,0.057143,True,True,False
HINCHMAN_230KVHIN-JAC_1_LN,pano,JACK PS 230KV - HINCHMAN 230KV (HINCHMAN 230 KV HIN-JAC),True,low,0.51125,,0.51125,0.45,0.51125,0.4,1.0,0.0,0.0,0.625,0.0,0.0,,0.51125,0.426667,0.08458299999999996,True,True,False
HINCHMAN_230KVHIN-JAC_1_LN,dayzer,HINCHMAN_230 KV_HIN-JAC:ACTUAL,False,low,0.361364,,0.361364,0.25,0.361364,0.5,0.0,0.0,0.0,0.363636,0.0,0.0,,0.361364,0.336923,0.024441000000000046,True,True,True
THELMA  138 KV  THE-BUS1,pano,BUSSEYVI 138KV - THELMA 138KV (THELMA 138 KV THE-BUS1),True,medium,0.821667,,0.821667,0.793333,0.821667,0.666667,1.0,1.0,1.0,0.833333,0.6,0.0,,0.821667,0.513333,0.308334,False,False,False
THELMA  138 KV  THE-BUS1,dayzer,THELMA_138 KV_THE-BUS1:L765.Culloden-Wyoming,True,low,0.621429,,0.621429,0.435714,0.621429,0.571429,0.0,1.0,1.0,1.0,0.0,0.0,,0.621429,0.561429,0.06000000000000005,True,True,False
LORETTO 138 KV LORETTO-PINEYGRO 13777,pano,LORETTO 138KV - PINEYGRO 138KV (LORETTO 138 KV LOR-PIN),True,high,0.937821,,0.937821,0.927778,0.937821,0.888889,1.0,1.0,1.0,0.923077,0.833333,0.0,,0.937821,0.800595,0.13722600000000007,False,False,False
LORETTO 138 KV LORETTO-PINEYGRO 13777,dayzer,LORETTO_138 KV_LOR-PIN:ACTUAL,True,low,0.6975,,0.6975,0.547222,0.6975,0.75,0.0,1.0,1.0,0.6,0.222222,0.0,,0.6975,0.674242,0.023258,True,True,True
LOWMOOR 138 KV  TX1A,pano,LOWMOOR 138KV - LOWMOOR 13KV (LOWMOOR 138 KV TX1A),True,low,0.508333,,0.508333,0.55,0.508333,0.666667,0.0,1.0,1.0,0.5,0.666667,0.0,,0.508333,0.425,0.08333300000000005,True,True,False
LOWMOOR 138 KV  TX1A,dayzer,LOWMOOR_138 KV_TX1A:ACTUAL,True,medium,0.77,,0.77,0.6,0.77,0.8,0.0,1.0,1.0,1.0,0.5,0.0,,0.77,0.476667,0.293333,False,False,False
MTEAGLE 230 KV  2028A,pano,MTEAGLE 230KV - CHARLTSV 230KV (MTEAGLE 230 KV 2028A),True,medium,0.816667,,0.816667,0.783333,0.816667,0.666667,1.0,1.0,1.0,0.833333,0.5,0.0,,0.816667,0.629341,0.187326,False,False,False
MTEAGLE 230 KV  2028A,dayzer,MTEAGLE_230 KV_2028A:L500.Midlothian-NorthAnna.576,True,low,0.621429,,0.621429,0.435714,0.621429,0.571429,0.0,1.0,1.0,1.0,0.0,0.0,,0.621429,0.175,0.446429,True,True,False
ALLENIM 138 KV  ALL-LOG,pano,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG),True,high,0.86369,,0.86369,0.841667,0.86369,0.75,1.0,1.0,1.0,0.857143,0.666667,0.0,,0.86369,0.756548,0.10714199999999996,False,False,False
ALLENIM 138 KV  ALL-LOG,dayzer,ALLENIM_138 KV_ALL-LOG:ACTUAL,True,medium,0.767143,,0.767143,0.600794,0.767143,0.857143,0.0,1.0,1.0,0.6,0.222222,0.0,,0.767143,0.692045,0.075098,False,False,False
IRONWOOD 230 KV IRONWOOD-SLEBANON,pano,IRONWOOD 230KV - SLEBANON 230KV (IRONWOOD 230 KV IRO-SLE),True,low,0.581795,,0.581795,0.626923,0.581795,0.8,0.0,1.0,1.0,0.666667,0.769231,0.0,,0.581795,0.544167,0.037627999999999995,True,True,True
IRONWOOD 230 KV IRONWOOD-SLEBANON,dayzer,IRONWOOD_230 KV_IRO-SLE:ACTUAL,True,low,0.663333,,0.663333,0.527778,0.663333,0.666667,0.0,1.0,1.0,0.8,0.444444,0.0,,0.663333,0.554545,0.108788,True,True,False
CRANBERY138 KV  CRA-HOY,pano,CRANBERY138 KV  CRA-HOY,True,low,0.6675,,0.6675,0.725,0.6675,1.0,0.0,1.0,1.0,0.6,0.75,0.0,,0.6675,0.458658,0.20884199999999997,True,True,False
CRANBERY138 KV  CRA-HOY,dayzer,CRANBERY_138 KV_CRA-HOY:ACTUAL,True,low,0.596429,,0.596429,0.492857,0.596429,0.571429,0.0,1.0,1.0,0.75,0.571429,0.0,,0.596429,0.478889,0.11753999999999998,True,True,False
11 FISK 38TR71 12 H 138 KV,pano,11 FISK 138KV - 11 FISK 12KV (11 FISK 138 KV TR71 12),True,medium,0.760714,,0.760714,0.75,0.760714,0.5,1.0,1.0,1.0,0.714286,1.0,0.0,,0.760714,0.641071,0.11964300000000005,False,False,False
11 FISK 38TR71 12 H 138 KV,dayzer,11 FISK_138 KV_TR71 12:ACTUAL,True,low,0.561429,,0.561429,0.435714,0.561429,0.571429,0.0,1.0,1.0,0.4,0.0,0.0,,0.561429,0.522222,0.03920699999999999,True,True,True
MARQUIS2 345 KV MARQUIS2-DOEX530 TIE,pano,DOEX530 345KV - MARQUIS2 345KV (MARQUIS2 345 KV MAR-DOE2),True,medium,0.843449,,0.843449,0.813636,0.843449,0.727273,1.0,1.0,1.0,0.823529,0.5,0.0,,0.843449,0.631684,0.21176499999999998,False,False,False
MARQUIS2 345 KV MARQUIS2-DOEX530 TIE,dayzer,MARQUIS2_345 KV_MAR-DOE2:ACTUAL,True,low,0.586154,,0.586154,0.45,0.586154,0.6,0.0,1.0,1.0,0.461538,0.0,0.0,,0.586154,0.555,0.031153999999999904,True,True,True
12 DRESD138 KV  1210 1,pano,12 DRESD138 KV  1205 1,True,low,0.641667,,0.641667,0.7,0.641667,1.0,0.0,1.0,1.0,0.333333,0.5,0.0,,0.641667,0.406111,0.235556,True,True,False
12 DRESD138 KV  1210 1,dayzer,6102_138 KV_6102 4:ACTUAL,False,low,0.216667,,0.216667,0.2,0.216667,0.0,0.0,1.0,1.0,0.666667,0.5,0.0,,0.216667,0.2,0.016666999999999987,True,True,True
SHELOCTA 230 KV SHELOCTA NO2 XFORMER,pano,SHELOCTA 230KV - SHELOCTA 115KV (SHELOCTA 230 KV NO2),True,medium,0.741667,,0.741667,0.716667,0.741667,0.5,1.0,1.0,1.0,0.666667,0.666667,0.0,,0.741667,0.706364,0.03530299999999997,True,True,True
SHELOCTA 230 KV SHELOCTA NO2 XFORMER,dayzer,SHELOCTA_230 KV_NO2:ACTUAL,True,low,0.565873,,0.565873,0.435714,0.565873,0.571429,0.0,1.0,1.0,0.444444,0.0,0.0,,0.565873,0.535,0.03087299999999993,True,True,True
FUDGEHO4138 KV  14A,pano,FUDGEHO4 138KV - KANAWTRL 138KV (FUDGEHO4 138 KV 14A),True,low,0.5,,0.5,0.45,0.5,0.333333,1.0,0.0,0.0,0.666667,0.333333,0.0,,0.5,0.35,0.15000000000000002,True,True,False
FUDGEHO4138 KV  14A,dayzer,FUDGEHO4_138 KV_14A:L500.Cloverdale-Lexington.566,False,low,0.265714,,0.265714,0.142857,0.265714,0.285714,0.0,0.0,0.0,0.8,0.0,0.0,,0.265714,0.15,0.11571400000000001,True,True,False
BLAIRSVE_138KVBLA-SOC_1_LN,pano,SOCIALHA 138KV - BLAIRSVE 138KV (BLAIRSVE 138 KV BLA-SOC),False,low,0.218182,,0.218182,0.222222,0.218182,0.444444,0.0,0.0,0.0,0.363636,0.0,0.0,,0.218182,0.216667,0.0015149999999999886,True,True,True
BLAIRSVE_138KVBLA-SOC_1_LN,dayzer,BLAIRSVE_138 KV_BLA-SOC:ACTUAL,False,low,0.391667,,0.391667,0.3,0.391667,0.5,0.0,0.0,0.0,0.666667,0.5,0.0,,0.391667,0.328889,0.062778,True,True,False
CUMB PL 230 KV CUMB PL-JUNIATA 2235,pano,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),True,high,0.94615,,0.94615,0.934545,0.94615,0.909091,1.0,1.0,1.0,0.941176,0.8,0.0,,0.94615,0.840267,0.10588300000000006,False,False,False
CUMB PL 230 KV CUMB PL-JUNIATA 2235,dayzer,CUMB PL_230 KV_CUM-JUN:500/230.Juniata.T2,True,medium,0.812338,,0.812338,0.640909,0.812338,0.909091,0.0,1.0,1.0,0.714286,0.363636,0.0,,0.812338,0.812338,0.0,True,False,True
CHERRYRN 138 KV CHERRYRN-MORGAN WC2,pano,MORGAN 138KV - CHERRYRN 138KV (CHERRYRN 138 KV CHE-MOR),True,high,0.856911,,0.856911,0.840559,0.856911,0.727273,1.0,1.0,1.0,0.823529,0.769231,0.0,,0.856911,0.645146,0.21176499999999998,False,False,False
CHERRYRN 138 KV CHERRYRN-MORGAN WC2,dayzer,CHERRYRN_138 KV_CHE-MOR:ACTUAL,True,low,0.586154,,0.586154,0.47,0.586154,0.6,0.0,1.0,1.0,0.461538,0.2,0.0,,0.586154,0.555,0.031153999999999904,True,True,True
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,pano,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),True,high,0.850317,,0.850317,0.837143,0.850317,0.714286,1.0,1.0,1.0,0.777778,0.8,0.0,,0.850317,0.66853,0.18178700000000003,False,False,False
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,dayzer,BUTL APS_138 KV_BUT-KAR:ACTUAL,True,low,0.603333,,0.603333,0.491026,0.603333,0.615385,0.0,1.0,1.0,0.533333,0.333333,0.0,,0.603333,0.571429,0.03190400000000004,True,True,True
CUMB PL 230 KV CUMB PL-JUNIATA 2235,pano,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),True,high,0.948615,,0.948615,0.94026,0.948615,0.909091,1.0,1.0,1.0,0.933333,0.857143,0.0,,0.948615,0.839091,0.10952399999999995,False,False,False
CUMB PL 230 KV CUMB PL-JUNIATA 2235,dayzer,CUMB PL_230 KV_CUM-JUN:500/230.Juniata.T2,True,medium,0.817832,,0.817832,0.644545,0.817832,0.909091,0.0,1.0,1.0,0.769231,0.4,0.0,,0.817832,0.817832,0.0,True,False,True
HAYES_FE138 KV  AVE-HAYE,pano,HAYES_FE 138KV - AVERY 138KV (HAYES_FE 138 KV AVE-HAYE),True,medium,0.7875,,0.7875,0.76,0.7875,0.6,1.0,1.0,1.0,0.75,0.6,0.0,,0.7875,0.683333,0.10416700000000001,False,False,False
HAYES_FE138 KV  AVE-HAYE,dayzer,HAYES_FE_138 KV_AVE-HAYE:ACTUAL,True,low,0.633333,,0.633333,0.508333,0.633333,0.666667,0.0,1.0,1.0,0.5,0.25,0.0,,0.633333,0.616923,0.016410000000000036,True,True,True
TANNER - JASPER 138 KV L/O W FRANKFORT - MT VERNON 345 KV,pano,W Frankfort W Frankfort E 138kV l/o West Frankfort E Mt Vernon 345kV,True,medium,0.764583,,0.764583,0.7125,0.764583,0.625,1.0,1.0,1.0,0.666667,0.0,0.0,,0.764583,0.558485,0.206098,False,False,False
TANNER - JASPER 138 KV L/O W FRANKFORT - MT VERNON 345 KV,dayzer,E W FKF3_138 KV_EWF-JORD:Mt Vernon-EWFKF3 345 kV,False,low,0.46,,0.46,0.35,0.46,0.4,0.0,1.0,1.0,0.5,0.0,0.0,,0.46,0.4475,0.012500000000000011,True,True,True
BLOOMSBU69 KV   BLO-COL2,pano,BLOOMSBU69 KV   BLO-COL2,True,low,0.666071,,0.666071,0.707143,0.666071,1.0,0.0,1.0,1.0,0.75,0.571429,0.0,,0.666071,0.663333,0.002738000000000018,True,True,True
BLOOMSBU69 KV   BLO-COL2,dayzer,BLOOMFLD_69 KV_BLO-EAS:L69.Easton-EastonTap-Muni-Longwood-WyeMills.6707,False,low,0.273718,,0.273718,0.233333,0.273718,0.166667,0.0,1.0,1.0,0.153846,0.0,0.0,,0.273718,0.178571,0.09514700000000001,True,True,False
CONEMAUG500 KV TX3,pano,CONEMAUG500 KV  TX3,True,medium,0.755,,0.755,0.783333,0.755,1.0,0.333333,1.0,1.0,0.6,0.5,0.0,,0.755,0.653333,0.10166699999999995,False,False,False
CONEMAUG500 KV TX3,dayzer,CONEMAUG_500 KV_TX3:ACTUAL,False,low,0.435,,0.435,0.35,0.435,0.4,0.0,1.0,1.0,0.25,0.0,0.0,,0.435,0.435,0.0,True,True,True
ESIDELIM138 KV  ESI-GOME,pano,ESIDELIM138 KV  ESI-NDE1,True,medium,0.816667,,0.816667,0.783333,0.816667,0.666667,1.0,1.0,1.0,0.833333,0.5,0.0,,0.816667,0.737987,0.07868000000000008,False,False,False
ESIDELIM138 KV  ESI-GOME,dayzer,ESIDELIM_138 KV_ESI-GOME:L765.Marysville-Sorenson,True,low,0.522222,,0.522222,0.400794,0.522222,0.444444,0.0,1.0,1.0,0.833333,0.285714,0.0,,0.522222,0.472222,0.04999999999999999,True,True,True
BLACKOAK 138 KV BLACKOAK-JUNCTION JBO,pano,BLACKOAK 138KV - JUNCTION 138KV (BLACKOAK 138 KV BLA-JUN),True,high,0.855734,,0.855734,0.840559,0.855734,0.727273,1.0,1.0,1.0,0.8,0.769231,0.0,,0.855734,0.855734,0.0,True,False,True
BLACKOAK 138 KV BLACKOAK-JUNCTION JBO,dayzer,BLACKOAK_138 KV_BLA-JUN:ACTUAL,True,low,0.59,,0.59,0.47,0.59,0.6,0.0,1.0,1.0,0.5,0.2,0.0,,0.59,0.532143,0.057856999999999936,True,True,False
NELSON 138 KV NELSON-VIENNA 13707,pano,VIENNA 138KV - NELSON 138KV (NELSON 138 KV NEL-VIE),True,high,0.937821,,0.937821,0.927778,0.937821,0.888889,1.0,1.0,1.0,0.923077,0.833333,0.0,,0.937821,0.658586,0.279235,False,False,False
NELSON 138 KV NELSON-VIENNA 13707,dayzer,NELSON_138 KV_NEL-VIE:L138.Loretto-Vienna.13780,True,medium,0.77,,0.77,0.575,0.77,0.8,0.0,1.0,1.0,1.0,0.25,0.0,,0.77,0.6975,0.07250000000000001,False,False,False
IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A,pano,IDYLWOO4 230KV - CLARK4 230KV (IDYLWOO4 230 KV 202A),True,high,0.850357,,0.850357,0.815,0.850357,0.75,1.0,1.0,1.0,0.857143,0.4,0.0,,0.850357,0.743214,0.10714299999999999,False,False,False
IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A,dayzer,IDYLWOO4_230 KV_202A:L230.EvergreenMills-YarleyRidge.2209,True,low,0.522222,,0.522222,0.372222,0.522222,0.444444,0.0,1.0,1.0,0.833333,0.0,0.0,,0.522222,0.505556,0.01666599999999996,True,True,True
MEADOWBR-STRASBUR MST A 138 KV,pano,MEADOWBR-STRASBUR MST       A  138 KV,True,medium,0.820769,,0.820769,0.794872,0.820769,0.666667,1.0,1.0,1.0,0.8,0.615385,0.0,,0.820769,0.815,0.005769000000000024,True,False,True
MEADOWBR-STRASBUR MST A 138 KV,dayzer,MEADOWBR_138 KV_MEA-WWI:ACTUAL,False,low,0.440769,,0.440769,0.35,0.440769,0.4,0.0,1.0,1.0,0.307692,0.0,0.0,,0.440769,0.311667,0.129102,True,True,False
