market_constraint,candidate_constraint,candidate_source,original_weighted_score,match_probability,refined_confidence_label,facility_score,contingency_score,voltage_match,zone_or_token_overlap,ambiguity_flag,manual_label
STATELINE TR82 XF 345/138KV L/O BURNHAM-CALUMET-TAYLOR 345KV,7 STATE 345KV - 7 STATE 138KV (7 STATE 345 KV TR82CT),pano,0.471795,0.3603121107327141,reject,0.307692,1.0,0.0,0.666667,True,
ASPENSLR115 KV  ASP-SHAD,ASPENSLR_115 KV_ASP-SHAD:ACTUAL,dayzer,0.561429,0.3807515731939355,reject,0.571429,0.0,1.0,0.4,True,
ASPENSLR115 KV  ASP-SHAD,ASPENSLR 115KV - ROXBURY 115KV (ASPENSLR 115 KV ASP-ROXB),pano,0.609253,0.8019351434513826,medium_high,0.25,1.0,1.0,0.571429,True,
CANYON_230KVCAN-NME_1_LN,KENT_69 KV_KEN-NME:Keeney-Steele.23009,dayzer,0.164444,0.6275179372570202,uncertain,0.222222,0.0,0.0,0.2,True,
CANYON_230KVCAN-NME_1_LN,LINE    115 KV  ETO-NME,pano,0.156667,0.2160031178340817,reject,0.333333,0.0,0.0,0.133333,True,
ELDRED_T2_2301_XF,AMOS_765 KV_6:AMOS 765-345KV XF #5,dayzer,0.245238,0.6980476743102235,uncertain,0.333333,0.0,0.0,0.285714,True,
ELDRED_T2_2301_XF,Michigan City-Bosserman 138 kV l/o Babcock-Stillwell 345 kV and XF 1,pano,0.098333,0.22985584249926785,reject,0.2,0.0,0.0,0.166667,True,
DIXONVIL115 KV DIX-GLO,DIXONVIL_115 KV_DIX-GLO:ACTUAL,dayzer,0.596429,0.6031143077215358,uncertain,0.571429,0.0,1.0,0.75,True,
DIXONVIL115 KV DIX-GLO,LINE    138 KV  CUT-GLO,pano,0.205,0.4918538502808578,reject,0.4,0.0,0.0,0.333333,True,
NORTHWOO_T1_2306BANK_XF,STIFFIN_138 KV_T2 XF:ACTUAL,dayzer,0.180682,0.40674828739052843,reject,0.25,0.0,0.0,0.181818,True,
NORTHWOO_T1_2306BANK_XF,NAZARETH 69KV - CHERRYHI 69KV (CHERRYHI 69 KV CHE-NAZ2),pano,0.32,0.5502624565668878,uncertain,0.0,1.0,0.0,0.4,True,
HAYNIE 115 KV HAY-PIN,HAYNIE_115 KV_HAY-PIN:ACTUAL,dayzer,0.767143,0.7060720339260184,uncertain,0.857143,0.0,1.0,0.6,False,
HAYNIE 115 KV HAY-PIN,PINEY 115KV - HAYNIE 115KV (HAYNIE 115 KV HAY-PIN),pano,0.86369,0.8253027989631349,medium_high,0.75,1.0,1.0,0.857143,False,1.0
EBERSOLE-FOSTORIA  EBE-FOS2  B  138 KV,EBEND_345 KV_EBE-TER1:ACTUAL,dayzer,0.180682,0.41827494699413553,reject,0.25,0.0,0.0,0.181818,True,
EBERSOLE-FOSTORIA  EBE-FOS2  B  138 KV,FOSTORIA 138KV - EBERSOLE 138KV (EBERSOLE 138 KV EBE-FOS2),pano,0.93303,0.9363202122757731,high,0.888889,1.0,1.0,0.933333,False,
4_QUAD_C_T2_345TR218_XF,AMOS_765 KV_6:AMOS 765-345KV XF #5,dayzer,0.210714,0.6208950632515093,uncertain,0.285714,0.0,0.0,0.25,True,
4_QUAD_C_T2_345TR218_XF,RIVERSIM 138KV - RIVERSIM 69KV (RIVERSIM 138 KV T5_XF),pano,0.109091,0.22228551761427523,reject,0.222222,0.0,0.0,0.181818,True,
NAMPTON_138KVNHA-SIE1_1_LN,MARTINSC_230 KV_MAR-SIE1:L500.Hosensack-Steel City.5032,dayzer,0.134848,0.7929005118521092,medium_high,0.181818,0.0,0.0,0.166667,True,
NAMPTON_138KVNHA-SIE1_1_LN,SB 74  6 161KV - 58TAP 56 161KV (SB 74  6 161 KV LN  4652),pano,0.120192,0.22958816344334007,reject,0.25,0.0,0.0,0.153846,True,
HAYES_FE138 KV  AVE-HAYE,HAYES_FE_138 KV_AVE-HAYE:ACTUAL,dayzer,0.637879,0.26868951687382897,reject,0.666667,0.0,1.0,0.545455,True,1.0
HAYES_FE138 KV  AVE-HAYE,HAYES_FE 138KV - AVERY 138KV (HAYES_FE 138 KV AVE-HAYE),pano,0.789048,0.9585397329927905,high,0.6,1.0,1.0,0.714286,False,
HOPECREE230 KV  HOP-SIL,HOPECREE_230 KV_HOP-SIL:Wildcat.CC,dayzer,0.519444,0.5176367821874823,uncertain,0.5,0.0,1.0,0.444444,True,
HOPECREE230 KV  HOP-SIL,SILVERUN 230KV - CARTANZA 230KV (CARTANZA 230 KV CAR-SIL),pano,0.290682,0.056298865161533256,reject,0.25,0.0,1.0,0.363636,True,
114 NORT 138 KV 114 NORTHWS 38L11412 Z1,114 NORT_138 KV_11412 Z1:ACTUAL,dayzer,0.541667,0.7591398881954545,medium_high,0.5,0.0,1.0,0.666667,True,
114 NORT 138 KV 114 NORTHWS 38L11412 Z1,7306    138 KV  7306 Z1,pano,0.329167,0.05481906865092459,reject,0.333333,0.0,1.0,0.333333,True,
JACKSNVL138 KV  PAR-JACK,JACKSNVL_138 KV_PAR-JACK:ACTUAL,dayzer,0.565873,0.26946553357815317,reject,0.571429,0.0,1.0,0.444444,True,
JACKSNVL138 KV  PAR-JACK,JACKSNVL 138KV - PARISTAP 138KV (JACKSNVL 138 KV PAR-JACK),pano,0.738333,0.9894688747160743,high,0.5,1.0,1.0,0.666667,True,
KILMER_230KVKIL-LAKI_1_LN,SB 74 6_161 KV_LN 4652:L345.Sub91-Davenport (MEC),dayzer,0.144286,0.8225265830213027,medium_high,0.2,0.0,0.0,0.142857,True,
KILMER_230KVKIL-LAKI_1_LN,KILMER 230KV - LAKENELS 230KV (KILMER 230 KV KIL-LAKI),pano,0.546405,0.9124870206554454,high,0.444444,1.0,0.0,0.705882,True,
AQUAHAR 230 KV  2119,AQUAHAR_230 KV_AQU-GAR1:L230.Elmont-Hanover-FourRivers.2032,dayzer,0.334722,0.27144634380022414,reject,0.25,0.0,1.0,0.222222,True,
AQUAHAR 230 KV  2119,AQUAHAR 230 KV  2119,pano,0.653571,0.09556649424517978,reject,1.0,0.0,1.0,0.571429,True,1.0
EDANVILL 230 KV EDANVILL-ROXBOR14,EDANVILL_138 KV_EDA-BAN1:ACTUAL,dayzer,0.322222,0.4017596001664083,reject,0.444444,0.0,0.0,0.333333,True,
EDANVILL 230 KV EDANVILL-ROXBOR14,EDANVILL 138KV - BANISTER 138KV (EDANVILL 138 KV EDA-BAN1),pano,0.538523,0.7981419712650301,medium_high,0.4,1.0,0.0,0.625,True,
SIEGFRIE 4 XFORMER H 230 KV,ESSEX_138 KV_H-1308:ACTUAL,dayzer,0.210714,0.3543367133232513,reject,0.285714,0.0,0.0,0.25,True,
SIEGFRIE 4 XFORMER H 230 KV,SIEGFRIE 230KV - SIEGFRIE 138KV (SIEGFRIE 230 KV 4),pano,0.634127,0.36584477428398904,reject,0.285714,1.0,1.0,0.666667,True,
SHICKSVI138 KV  SHI-SOWR,SHICKSVI_138 KV_SHI-SOWR:ACTUAL,dayzer,0.596429,0.6031143077215358,uncertain,0.571429,0.0,1.0,0.75,True,
SHICKSVI138 KV  SHI-SOWR,LINE    69 KV   SHI-VIN,pano,0.199643,0.17902906390934384,reject,0.4,0.0,0.0,0.25,True,
BERGEN 230 KV BERGEN-LEONIA K-2289,BERGEN_230 KV_BER-LEON:L230.Athenia-Belleville.Z-2226,dayzer,0.521154,0.316782292337659,reject,0.5,0.0,1.0,0.461538,True,
BERGEN 230 KV BERGEN-LEONIA K-2289,BERGEN  230 KV  BER-LEON,pano,0.543344,0.1123389235703723,reject,0.75,0.0,1.0,0.571429,True,
112 WILT 765 KV 112 WILTON 65TR94 CT,112 WILT_765 KV_TR94CT-P:765/345.112Wilton.TR93,dayzer,0.515,0.5483354661166223,uncertain,0.5,0.0,1.0,0.4,True,
112 WILT 765 KV 112 WILTON 65TR94 CT,23 COLLI 1KV - 23 COLLI 765KV (23 COLLI 765 KV TR92CT-P),pano,0.559722,0.7631557338135253,medium_high,0.166667,1.0,1.0,0.444444,True,
LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE,LOCKWOOD_138 KV_LOC-RIC1:L345.EastLima-MaddoxCreek,dayzer,0.515,0.3619257608883534,reject,0.5,0.0,1.0,0.4,True,
LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1),pano,0.851783,0.8302141231652529,medium_high,0.727273,1.0,1.0,0.823529,False,
LEESVILL 138 KV LEESVILL-SMITHMOU,LEESVILL_138 KV_LEE-SMI1:L765.Kammer-Belmont-Mountaineer,dayzer,0.5125,0.53581047873985,uncertain,0.5,0.0,1.0,0.375,True,
LEESVILL 138 KV LEESVILL-SMITHMOU,SMITHMOU 138KV - LEESVILL 138KV (LEESVILL 138 KV LEE-SMI1),pano,0.887778,0.7392443561591533,uncertain,0.8,1.0,1.0,0.888889,False,
08LAPLJT_138KV08L-SAN1_1_LN,SB 74 6_161 KV_LN 4652:L345.Sub91-Davenport (MEC),dayzer,0.148182,0.4997802506220609,reject,0.2,0.0,0.0,0.181818,True,
08LAPLJT_138KV08L-SAN1_1_LN,LINE    230 KV  BUR-SAN1,pano,0.156667,0.2124671626879447,reject,0.333333,0.0,0.0,0.133333,True,
ESIDELIM138 KV  ESI-GOME,ESIDELIM_138 KV_ESI-GOME:L138.AllenIM-Logtown,dayzer,0.522222,0.32980841636084535,reject,0.444444,0.0,1.0,0.833333,True,
ESIDELIM138 KV  ESI-GOME,ESIDELIM138 KV  ESI-NDE1,pano,0.816667,0.76521321143818,medium_high,0.666667,1.0,1.0,0.833333,False,
GARDNERS 115 KV GARDNERS-TEXSEAST GAR-TEX,GARDNERS_115 KV_GAR-TEX:L500.Hunterstown-Conastone.5013+Cap,dayzer,0.510294,0.3662897012567808,reject,0.5,0.0,1.0,0.352941,True,
GARDNERS 115 KV GARDNERS-TEXSEAST GAR-TEX,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX),pano,0.888333,0.8783151961291572,medium_high,0.8,1.0,1.0,0.9,False,
AP SOUTH REACTIVE TRANSFER INTERFACE,APSouth Interface,dayzer,0.422222,0.27564699558501354,reject,0.444444,0.0,0.0,0.333333,True,
AP SOUTH REACTIVE TRANSFER INTERFACE,TRANSFER INTERFACE: AEP-DOM,pano,0.507334,0.6057385256696871,uncertain,0.363636,1.0,0.0,0.588235,True,
GRACETON230 KV  GRA-MANO,GRACETON_230 KV_GRA-MANO:Hunterstown.SVC,dayzer,0.519444,0.23311343357804176,reject,0.5,0.0,1.0,0.444444,True,
GRACETON230 KV  GRA-MANO,GRANITE 230 KV  GRA-HOW1,pano,0.65,0.4139113862227675,reject,0.333333,1.0,1.0,0.5,True,
CHARLERO 138 KV CHARLERO-MITCHELL MI-CH-2,CHARLERO_138 KV_CHA-MIT:ACTUAL,dayzer,0.547403,0.4826467871968817,reject,0.545455,0.0,1.0,0.428571,True,
CHARLERO 138 KV CHARLERO-MITCHELL MI-CH-2,CHARLERO 138KV - MITCHELL 138KV (CHARLERO 138 KV CHA-MIT),pano,0.822222,0.9920066377498573,high,0.666667,1.0,1.0,0.777778,False,
WESTERN REACTIVE TRANSFER INTERFACE,Western Interface:PeachBottom.U2,dayzer,0.390769,0.4224088868593337,reject,0.4,0.0,0.0,0.307692,True,
WESTERN REACTIVE TRANSFER INTERFACE,WEST contingency 8,pano,0.570714,0.6810495223987633,uncertain,0.5,1.0,0.0,0.714286,True,
MANOR   69 KV   MAN-SAF4,MANOR_69 KV_MAN-SAF4:ACTUAL,dayzer,0.807143,0.9390012141991066,high,0.857143,0.0,1.0,1.0,False,
MANOR   69 KV   MAN-SAF4,LINE    345 KV  CRS-MAN,pano,0.201026,0.17669750646915028,reject,0.4,0.0,0.0,0.266667,True,
HARINGSC_T1_138BK430_XF,AMOS_765 KV_6:AMOS 765-345KV XF #5,dayzer,0.210714,0.4901089802585674,reject,0.285714,0.0,0.0,0.25,True,
HARINGSC_T1_138BK430_XF,Michigan City-Bosserman 138 kV l/o Babcock-Stillwell 345 kV and XF 1,pano,0.08951,0.2317164922812101,reject,0.181818,0.0,0.0,0.153846,True,
127 MATT 138 KV 127 MATT-6604 6604 2,127 MATT 138-6603 138,dayzer,0.458333,0.24773556620763684,reject,0.666667,0.0,0.0,0.285714,True,
127 MATT 138 KV 127 MATT-6604 6604 2,6604 138KV - 127 MATT 138KV (127 MATT 138 KV 6604 2),pano,0.75119,0.750092281073037,medium_high,0.5,1.0,1.0,0.857143,False,
ETOWANDA 230 KV ETOWANDA 3 TX XFORMER,ETOWANDA_230 KV_3 TX:230/115.EastTowanda.T4,dayzer,0.508333,0.4309687249592683,reject,0.5,0.0,1.0,0.333333,True,
ETOWANDA 230 KV ETOWANDA 3 TX XFORMER,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),pano,0.596078,0.8855845142531451,medium_high,0.222222,1.0,1.0,0.588235,True,
NELSON - ELECTRIC JUNCTION (15502) 345 KV L/O BYRON - WAYNE 345 KV,FARGO 3_345 KV_TR2:Nelson-Electric Junction 345kV (15502 line),dayzer,0.521154,0.7465883481376528,uncertain,0.5,0.0,1.0,0.461538,True,
NELSON - ELECTRIC JUNCTION (15502) 345 KV L/O BYRON - WAYNE 345 KV,171 WEMP-6 BYRON  0624      B  345 KV,pano,0.500682,0.3558416575681082,reject,0.25,0.666667,1.0,0.4,True,
DRANESVL230 KV  2062A,BERGEN_230 KV_BER-NBE3:L230.NorthBergen-Bergen.U-2326,dayzer,0.166667,0.23657573879532678,reject,0.0,0.0,1.0,0.166667,True,
DRANESVL230 KV  2062A,GOOSECRE 500KV - GOOSECRE 230KV (GOOSECRE 500 KV TX1),pano,0.342857,0.8655753106429284,medium_high,0.0,1.0,0.0,0.571429,True,
AUGTINE 138 KV  08A-08W2,AUGTINE_138 KV_08A-08W2:ACTUAL,dayzer,0.807143,0.9379758006731737,high,0.857143,0.0,1.0,1.0,False,
AUGTINE 138 KV  08A-08W2,08WLDER1 138KV - AUGTINE 138KV (AUGTINE 138 KV 08A-08W2),pano,0.546071,0.5737572812494749,uncertain,0.75,0.0,1.0,0.6,True,
EELKHART138 KV  EEL-MOT1,COREY_138 KV_COR-MOT1:L138.KenzieCreek-Colby-Valley,dayzer,0.295385,0.1341401260031283,reject,0.2,0.0,1.0,0.153846,True,
EELKHART138 KV  EEL-MOT1,EELKHART138 KV  EEL-MOT1,pano,0.978571,0.9869986518405612,high,1.0,1.0,1.0,1.0,False,
AQUAHAR 230 KV  2119,AQUAHAR_230 KV_AQU-GAR1:L230.Elmont-Hanover-FourRivers.2032,dayzer,0.330682,0.09445947657837715,reject,0.25,0.0,1.0,0.181818,True,
AQUAHAR 230 KV  2119,AQUAHAR 230 KV  2119,pano,0.978571,0.9323189033927344,high,1.0,1.0,1.0,1.0,False,
ROCKWOOD115 KV  ROC-SOM,ROCKPOR2_765 KV_ROC-SUL1:ACTUAL,dayzer,0.235714,0.6363566078755611,uncertain,0.285714,0.0,0.0,0.5,True,
ROCKWOOD115 KV  ROC-SOM,HOOVERSV 115KV - SOME PN 115KV (HOOVERSV 115 KV HOO-SOM),pano,0.275874,0.056732987362187154,reject,0.222222,0.0,1.0,0.363636,True,
MIAMIFOR 345 KV MIAMIFOR 9 XFORMER,MIAMIFOR_345 KV_MIA-WMI1:L765.Marysville-Sorenson,dayzer,0.312626,0.09596291314026056,reject,0.222222,0.0,1.0,0.181818,True,
MIAMIFOR 345 KV MIAMIFOR 9 XFORMER,MIAMIFOR 345KV - MIAMIFOR 138KV (MIAMIFOR 345 KV 9),pano,0.663333,0.8351874847916583,medium_high,0.333333,1.0,1.0,0.666667,True,
MANOR   69 KV   MAN-SAF2,MANS PN_115 KV_MAN-NIL:Actual,dayzer,0.180682,0.26526875571764325,reject,0.25,0.0,0.0,0.181818,True,
MANOR   69 KV   MAN-SAF2,MANOR   69 KV   MAN-SAF2,pano,0.983333,0.8950991954172786,medium_high,1.0,1.0,1.0,1.0,False,
ALTAVIS269 KV   35C1,ALTAVIS2_69 KV_35C1:ACTUAL,dayzer,0.326667,0.9786827112491777,high,0.4,0.0,0.0,0.666667,True,
ALTAVIS269 KV   35C1,KLOPMNTP 69KV - ALTAVIS2 69KV (ALTAVIS2 69 KV 35C1),pano,0.179167,0.7953051062916059,medium_high,0.333333,0.0,0.0,0.333333,True,
49STREET230 KV 49T-HOBR,49STREET_230 KV_49T-HOBR:LINDEN-TOSCO 230 LINE,dayzer,0.519444,0.5200123692708959,uncertain,0.5,0.0,1.0,0.444444,True,
49STREET230 KV 49T-HOBR,49STREET230 KV  49T-HOBR,pano,0.645455,0.09864304139903443,reject,1.0,0.0,1.0,0.545455,True,
107 DIXO138 KV 10714,51 MC CO_138 KV_5105:ACTUAL,dayzer,0.19,0.4328174410610122,reject,0.0,0.0,1.0,0.4,True,
107 DIXO138 KV 10714,107 DIXO138 KV  10721,pano,0.6325,0.1147365710708472,reject,1.0,0.0,1.0,0.4,True,
RICHLND 138 KV RICHLND-NAOMIJUN,RICH PE_69 KV_RIC-TAC:ACTUAL,dayzer,0.184444,0.2198410032347664,reject,0.222222,0.0,0.0,0.4,True,
RICHLND 138 KV RICHLND-NAOMIJUN,RICHLND-NAOMIJUN            A  138 KV,pano,0.505,0.11598073053090854,reject,0.666667,0.0,1.0,0.6,True,
AMDEASTN115 KV  AMD-NORT,114 NORT_138 KV_11418:L765.Dumont-Wilton Center.11215,dayzer,0.180682,0.45028550683827384,reject,0.25,0.0,0.0,0.181818,True,
AMDEASTN115 KV  AMD-NORT,SIEGFRIE 69KV - SIEGFRIE 230KV (SIEGFRIE 230 KV TRAN_2),pano,0.335577,0.8859175014567741,medium_high,0.0,1.0,0.0,0.461538,True,
BEATTY  138 KV  BEA-BOL,BEATTY_138 KV_BEA-DEA:ACTUAL,dayzer,0.565873,0.39079874584645546,reject,0.571429,0.0,1.0,0.444444,True,
BEATTY  138 KV  BEA-BOL,BEATTY 138KV - BOLTON 138KV (BEATTY 138 KV BEA-BOL),pano,0.86553,0.7830467172207511,medium_high,0.75,1.0,1.0,0.833333,False,
MAHANSLA 138 KV MAHANS LANE-TIDD,MAHANSLA_138 KV_MAH-TID:ACTUAL,dayzer,0.547403,0.24230484550696973,reject,0.545455,0.0,1.0,0.428571,True,
MAHANSLA 138 KV MAHANS LANE-TIDD,TIDD_AEP 138KV - MAHANSLA 138KV (MAHANSLA 138 KV MAH-TID),pano,0.794534,0.7320195646037053,uncertain,0.615385,1.0,1.0,0.736842,False,
HAYNIE 115 KV HAY-PIN,HAYNIE_115 KV_HAY-PIN:ACTUAL,dayzer,0.77381,0.6555336430285988,uncertain,0.857143,0.0,1.0,0.666667,True,
HAYNIE 115 KV HAY-PIN,PINEY 115KV - HAYNIE 115KV (HAYNIE 115 KV HAY-PIN),pano,0.86553,0.9502805350260553,high,0.75,1.0,1.0,0.833333,False,
CRES DUQ 138 KV CRESCENT-MONT DUQ Z-24,CRES DUQ_138 KV_CRE-MTN:L138.Crescent-North.Z-21,dayzer,0.608882,0.30444755445372107,reject,0.625,0.0,1.0,0.526316,True,
CRES DUQ 138 KV CRESCENT-MONT DUQ Z-24,CRES DUQ 138KV - MONT DUQ 138KV (CRES DUQ 138 KV CRE-MON),pano,0.854286,0.9288060719199316,high,0.714286,1.0,1.0,0.857143,False,
HOMERCIT_230KVHOM-SHE_1_LN,SB 18 6_161 KV_LN 4447:OakGrove - Louisa 345 kV,dayzer,0.1825,0.2731821502089565,reject,0.25,0.0,0.0,0.2,True,
HOMERCIT_230KVHOM-SHE_1_LN,SHELOCTA 230KV - HOMERCIT 230KV (HOMERCIT 230 KV HOM-SHE),pano,0.530769,0.9180806405179929,high,0.444444,1.0,0.0,0.615385,True,
FACEROCK 2 XFORMER L 69 KV,FACEROCK_115 KV_1:ACTUAL,dayzer,0.326667,0.1825652334651568,reject,0.4,0.0,0.0,0.666667,True,
FACEROCK 2 XFORMER L 69 KV,FACEROCK 2        XFORMER   L  69 KV,pano,0.576071,0.08684776626588185,reject,0.8,0.0,1.0,0.75,True,
OX4 230 KV OX4 -GALLWSRD 2097B,OX4_500 KV_TX1:L230.Braddock-Idylwood.207,dayzer,0.179167,0.2881184471628881,reject,0.25,0.0,0.0,0.166667,True,
OX4 230 KV OX4 -GALLWSRD 2097B,OX4 230KV - GALLWSRD 230KV (OX4 230 KV 2097B),pano,0.910952,0.974516711774903,high,0.857143,1.0,1.0,0.933333,False,
MEADOWBR-STRASBUR MST A 138 KV,MEADOWBR 138-MEADOWBR 500,dayzer,0.205714,0.7732697324575516,medium_high,0.285714,0.0,0.0,0.2,True,
MEADOWBR-STRASBUR MST A 138 KV,MEADOWBR138 KV  MEA-STR,pano,0.815,0.6198881100710415,uncertain,0.666667,1.0,1.0,0.8,True,
PRGEORGE230 KV  TX1,GLEBE_230 KV_2036A1:230/35.Idylwood.TX1,dayzer,0.388889,0.0908235788192117,reject,0.333333,0.0,1.0,0.222222,True,
PRGEORGE230 KV  TX1,PRGEORGE 230KV - PRGEORGE 115KV (PRGEORGE 230 KV TX1),pano,0.653333,0.6839626797892808,uncertain,0.333333,1.0,1.0,0.666667,True,
BETHEL-RIVERTON RLU B 138 KV,BETHEL_138 KV_BET-RIVU:Mt. Storm-Greenland Gap 500 kV,dayzer,0.515,0.28973099328899754,reject,0.5,0.0,1.0,0.4,True,
BETHEL-RIVERTON RLU B 138 KV,RIVERTON 138KV - BETHEL 138KV (BETHEL 138 KV BET-RIVU),pano,0.889464,0.8142226411005632,medium_high,0.8,1.0,1.0,0.875,False,
FRENCHSM_138KVFRE-JUN_1_LN,JUNIATA_230 KV_JUN-LEW:ACTUAL,dayzer,0.180682,0.4714929577198175,reject,0.25,0.0,0.0,0.181818,True,
FRENCHSM_138KVFRE-JUN_1_LN,JUNCTION 138KV - FRENCHSM 138KV (FRENCHSM 138 KV FRE-JUN),pano,0.533333,0.8972025923203076,medium_high,0.444444,1.0,0.0,0.666667,True,
MIAMI FORT 9 345/138 KV L/O MIAMI FORT - TERMINAL 345 KV,TERMINAL_345 KV_11:MIAMI FORT - TERMINAL 345 KV LINE,dayzer,0.62381,0.6451402391866448,uncertain,0.857143,0.0,0.0,0.8,True,
MIAMI FORT 9 345/138 KV L/O MIAMI FORT - TERMINAL 345 KV,Miami Fort 345/138-kV TX9 l/o East Bend-Terminal 345 kV,pano,0.710606,0.40893136620496184,reject,0.727273,0.666667,1.0,0.666667,True,
NW-TAP-PURDUE 13820 L/O DEQUINE-MEADOWLAKE 345KV-LINE2,MONTGMR3_345 KV_MON-SPC:Coffeen-Pana 345kV,dayzer,0.25619,0.09363164423149414,reject,0.142857,0.0,1.0,0.133333,True,
NW-TAP-PURDUE 13820 L/O DEQUINE-MEADOWLAKE 345KV-LINE2,NW-tap-Purdue 13820 l/o Dequine-MeadowLake 345kV-line2,pano,0.9625,0.9999565349058022,high,1.0,1.0,1.0,1.0,False,
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER,66 E FRN_345 KV_TR83CT-P:345/138.116GoodingsGrove.TR81 + 345.Bus.1 RF,dayzer,0.563534,0.5052048524895818,uncertain,0.571429,0.0,1.0,0.421053,True,
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER,66 E FRN 345KV - 66 E FRN 1KV (66 E FRN 345 KV TR83CT-P),pano,0.827273,0.7250007019938356,uncertain,0.666667,1.0,1.0,0.818182,True,
MEADOWVI138 KV  MEA-SAL1,MEADOWVI_138 KV_MEA-SAL1:ACTUAL,dayzer,0.596429,0.8798279349764736,medium_high,0.571429,0.0,1.0,0.75,True,
MEADOWVI138 KV  MEA-SAL1,LINE    138 KV  MEA-METR,pano,0.357273,0.12158582153753887,reject,0.4,0.0,1.0,0.363636,True,
SALTSBUR 138 KV SALTSBUR-SOCIALHA SA-SH,SALTSBUR_138 KV_SAL-SOC:L500.Cabot-Keystone.5002,dayzer,0.5125,0.24643419447914344,reject,0.461538,0.0,1.0,0.625,True,
SALTSBUR 138 KV SALTSBUR-SOCIALHA SA-SH,SALTSBUR 138KV - SOCIALHA 138KV (SALTSBUR 138 KV SAL-SOC),pano,0.822222,0.8429941776351235,medium_high,0.666667,1.0,1.0,0.777778,False,1.0
COLONIAL 115 KV COL.PIPE-GLENARM2 110512,COLONIAL_115 KV_COL-GLE2:L500.Brighton-Conastone.5011,dayzer,0.521154,0.3034175391680332,reject,0.5,0.0,1.0,0.461538,True,
COLONIAL 115 KV COL.PIPE-GLENARM2 110512,COLONIAL 115KV - GLENARM 115KV (COLONIAL 115 KV COL-GLE2),pano,0.756224,0.8447247551236398,medium_high,0.545455,1.0,1.0,0.615385,False,
HARWOOD_T2_2305_XF,AMOS_765 KV_6:AMOS 765-345KV XF #5,dayzer,0.245238,0.6980476743102235,uncertain,0.333333,0.0,0.0,0.285714,True,
HARWOOD_T2_2305_XF,HARWOOD 230 KV  HAR-SIE,pano,0.16,0.20535224064993166,reject,0.333333,0.0,0.0,0.2,True,
CARL_PN_115KVCAR-GAR_1_LN,CARL PN_115 KV_CAR-GAR:SPS: BLACK OAK-HATFIELD & BLACK OAK T3 XF,dayzer,0.293333,0.32997317619489874,reject,0.4,0.0,0.0,0.333333,True,
CARL_PN_115KVCAR-GAR_1_LN,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),pano,0.580749,0.6295853813489926,uncertain,0.545455,1.0,0.0,0.705882,True,
FRACKVIL 230 KV FRACKVIL-SIEGFRIE,FRACKVIL_69 KV_FRA-SHE2:ACTUAL,dayzer,0.322222,0.3582592597007972,reject,0.444444,0.0,0.0,0.333333,True,
FRACKVIL 230 KV FRACKVIL-SIEGFRIE,FRACKVIL 230KV - SIEGFRIE 230KV (FRACKVIL 230 KV FRA-SIE),pano,0.892212,0.9586066784066113,high,0.8,1.0,1.0,0.875,False,
BRAMBLET 230 KV BRAMBLET-LOUDOUN4 2045A,BRAMBLET_500 KV_TX1:500/230.PleasantView.T3,dayzer,0.179167,0.3597274455691493,reject,0.25,0.0,0.0,0.166667,True,
BRAMBLET 230 KV BRAMBLET-LOUDOUN4 2045A,BRAMBLET-LOUDOUN4 2045A     A  230 KV,pano,0.910952,0.8074528712667491,medium_high,0.857143,1.0,1.0,0.933333,True,
COLLEGEC138 KV  COL-RIC1,COLLEGEC_138 KV_COL-RIC1:138/69.Jay.T1,dayzer,0.511364,0.40020198633205434,reject,0.5,0.0,1.0,0.363636,True,
COLLEGEC138 KV  COL-RIC1,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1),pano,0.602183,0.8326895262405571,medium_high,0.25,1.0,1.0,0.571429,True,
CITYNEWC_138KVCIT-NEW_1_LN,LORE 6_161 KV_LN 4361:345L17102,dayzer,0.210714,0.4901089802585674,reject,0.285714,0.0,0.0,0.25,True,
CITYNEWC_138KVCIT-NEW_1_LN,LINE    230 KV  HIL-NEW,pano,0.15625,0.2820521981360823,reject,0.333333,0.0,0.0,0.125,True,
CHATFIEL138 KV  CHA-MEL,CHATFIEL_138 KV_CHA-MEL:L138.Howard-Melmore,dayzer,0.522222,0.32980841636084535,reject,0.444444,0.0,1.0,0.833333,True,
CHATFIEL138 KV  CHA-MEL,CHATFIEL 138KV - HOWARD2 138KV (CHATFIEL 138 KV CHA-HOW1),pano,0.613294,0.8675037783935321,medium_high,0.25,1.0,1.0,0.571429,True,
HAVILAND_138KVHAV-TIM_1_LN,BELLEAU3_138 KV_LN 2656:Labadie - Montgomery 345kV,dayzer,0.161111,0.35169987441214956,reject,0.222222,0.0,0.0,0.166667,True,
